tss_name	tss_strand	tss_position	prom_expression	active	left	right	operon	strand
TSS_16677_regulondb	-	4258164	0.582431336704787	inactive	4257511	4258026	zur	-
TSS_6868_wanner	-	1793200	1.40579930526037	inactive	1790833	1793176	btuCED	-
TSS_2018_regulondb	-	507486	0.612386604069579	inactive	506510	507304	ybaP	-
TSS_3225_regulondb	-	840871	3.78141277677129	active	838472	840754	fiu	-
TSS_15471_storz	+	3980223	0.615371105085829	inactive	3980398	3980834	argX-hisR-leuT-proM	+
TSS_4578_storz_regulondb	+	1184961	0.710184325881922	inactive	1185067	1186293	pepT	+
TSS_7613_regulondb	+	1984799	5.83092189290018	active	1984949	1985452	ftnB	+
TSS_4191_storz	-	1091744	1.40964569183024	inactive	1085329	1091512	pgaABCD	-
TSS_5474_wanner	-	1397575	4.40882682033181	active	1396798	1397550	fnr	-
TSS_2211_storz	-	577909	0.725454686270951	inactive	576621	577791	essD-rrrD-rzpD	-
TSS_15257_storz	+	3931078	0.635426269835175	inactive	3931374	3937242	rbsDACBKR	+
TSS_17043_storz	+	4366617	1.12274241911249	inactive	4366687	4367163	fxsA	+
TSS_5812_storz	+	1494786	0.878321903643862	inactive	1494880	1496535	opgD	+
TSS_15090_storz	+	3895215	0.562705505629506	inactive	3895529	3896632	cbrBC	+
TSS_13809_storz	-	3562051	0.733549013471693	inactive	3561747	3562028	yzgL	-
TSS_7920_storz	-	2065372	0.869886897180803	inactive	2064329	2065345	insH-6	-
TSS_6909_storz	-	1800989	1.03581643872322	inactive	1793277	1800594	thrS-infC-rpmI-rplT-pheMST-ihfA	-
TSS_2950_regulondb	+	770425	1.45957198874987	inactive	770681	773404	cydAB	+
TSS_5364_storz	-	1356056	0.62870210357614	inactive	1355447	1355692	ymjA	-
TSS_8456_wanner	-	2223685	0.697302473741665	inactive	2223066	2223653	yohC	-
TSS_10433_regulondb	+	2758529	0.441465801554253	inactive	2758569	2759195	yfjJ	+
TSS_7081_wanner	-	1852909	2.6276510339512	active	1852120	1852878	ydjF	-
TSS_16779_regulondb	+	4285694	0.631529326745339	inactive	4285787	4292162	nrfABCDEFG	+
TSS_15747_storz	+	4040405	0.921237255399754	inactive	4040438	4042067	rdoA-dsbA	+
TSS_7553_storz	-	1970739	3.86827571491656	active	1964417	1970715	tar-tap-cheRBYZ	-
TSS_11310_storz	-	2996934	0.635909700600939	inactive	2996056	2996850	ygeQ	-
TSS_3175_storz	+	823730	0.62522604538005	inactive	823853	824263	ybhQ	+
TSS_5076_regulondb	-	1297361	0.512404321018338	inactive	1294669	1297344	adhE	-
TSS_5248_regulondb	-	1328827	0.67846023581301	inactive	1328441	1328692	yciN	-
TSS_18043_regulondb	+	4615300	1.9964444233853	active	4615346	4619625	deoCABD	+
TSS_7301_storz	+	1906609	0.714242000089132	inactive	1906949	1907188	yobH	+
TSS_5955_storz	-	1531928	0.559665518354728	inactive	1531306	1531875	yddH	-
TSS_66_storz_regulondb	+	12048	1.86496539064936	active	12163	15298	dnaK-tpke11-dnaJ	+
TSS_10960_regulondb	-	2907817	0.68299519837637	inactive	2904665	2907688	pyrG-eno	-
TSS_4064_regulondb	-	1049057	0.65176338816234	inactive	1048662	1048967	gfcA	-
TSS_9526_regulondb	+	2524931	0.862857006263385	inactive	2524968	2525966	yfeH	+
TSS_17148_wanner	+	4389552	0.829113529859779	inactive	4389627	4390172	orn	+
TSS_12032_storz	-	3176210	0.635939830931915	inactive	3171526	3175932	nudF-yqiB-cpdA-yqiA-parE	-
TSS_4599_regulondb	-	1189706	1.7691826839452	active	1187539	1189670	phoPQ	-
TSS_360_storz	+	84300	0.930376719205408	inactive	84368	85312	leuO	+
TSS_6357_regulondb	-	1655571	0.734942534308917	inactive	1654771	1655481	ynfC	-
TSS_3145_storz	+	815911	0.658833967662971	inactive	816267	818970	moaABCDE	+
TSS_16335_regulondb	+	4175266	2.37654776066422	active	4175381	4176311	secE-nusG	+
TSS_5824_regulondb	+	1496767	0.775769871256051	inactive	1496962	1497501	rimL	+
TSS_6354_regulondb	+	1655438	0.560198052558962	inactive	1655589	1655894	ynfD	+
TSS_11101_storz	-	2940882	0.770010226656778	inactive	2939672	2940589	gcvA	-
TSS_14370_wanner	-	3706874	0.784048229136541	inactive	3706639	3706715	proK	-
TSS_1600_regulondb	+	405579	4.07853696858549	active	405629	407329	aroL-yaiA-aroM	+
TSS_3074_storz	+	793702	0.533485968907746	inactive	793996	794145	acrZ	+
TSS_16988_regulondb	-	4354485	0.623514228042401	inactive	4352977	4354434	dtpC	-
TSS_4741_storz	-	1223352	0.618564176047781	inactive	1222688	1223130	ymgH-ycgI	-
TSS_8753_wanner	-	2306689	1.81575488415433	active	2304994	2306637	yojI	-
TSS_8590_regulondb	+	2261735	0.930773247563022	inactive	2261885	2263066	setB	+
TSS_3096_storz	+	799488	0.767953478878242	inactive	799982	801034	ybhH	+
TSS_16313_storz	+	4173202	0.677744649142395	inactive	4173411	4175151	thrU-tyrU-glyT-thrT-tufB	+
TSS_5245_storz_regulondb	+	1328813	5.98626778316042	active	1329072	1331669	topA	+
TSS_14924_storz_wanner_regulondb	-	3851039	5.46777143496208	active	3845328	3851011	ivbL-ilvBN-uhpABC	-
TSS_4718_regulondb	+	1218037	0.631837083383033	inactive	1218206	1218424	ymgF	+
TSS_2401_regulondb	+	631214	0.664109811803137	inactive	631405	631602	ybdD	+
TSS_17518_regulondb	+	4477709	1.33443269417708	inactive	4477753	4478949	yjgN	+
TSS_4481_regulondb	+	1156960	3.36813613810105	active	1157092	1158525	ptsG	+
TSS_11828_storz_wanner_regulondb	-	3126098	0.781853490464955	inactive	3117619	3126043	glcDEFGBA	-
TSS_10610_storz	+	2806307	0.707397518550635	inactive	2806338	2807515	ygaXY	+
TSS_41_regulondb	+	8191	2.04595769833696	active	8238	9191	talB	+
TSS_7307_regulondb	-	1908149	1.84811238818445	active	1907332	1908123	kdgR	-
TSS_11883_storz	-	3144638	0.564676890066387	inactive	3137738	3144283	hybOABCDEFG	-
TSS_1424_wanner	-	347692	0.617861893183242	inactive	346081	347667	prpR	-
TSS_6730_storz	+	1753329	0.662097471099371	inactive	1753722	1755134	pykF	+
TSS_4542_regulondb	-	1174548	0.613902404221389	inactive	1173315	1174388	ycfT	-
TSS_153_storz	+	28287	0.671190147609406	inactive	28374	29195	dapB	+
TSS_7457_storz	+	1940435	0.608554033728203	inactive	1940686	1942223	znuCB	+
TSS_3375_storz_regulondb	+	882872	1.38550355207266	inactive	882896	884128	mdfA	+
TSS_7964_storz	-	2076644	0.673332808719012	inactive	2072803	2076158	yeeRST-cbeA-cbtA-yeeW	-
TSS_1118_storz	+	259461	2.16069075997927	active	259612	261980	proBA	+
TSS_12158_regulondb	-	3204402	0.818920188029522	inactive	3203346	3204278	ttdR	-
TSS_17415_wanner	-	4453668	0.962842433192386	inactive	4452634	4453632	fbp	-
TSS_10234_regulondb	-	2716615	2.66111014391532	active	2715513	2716550	yfiF	-
TSS_7346_regulondb	+	1920108	1.11226650245014	inactive	1920145	1920336	yebW	+
TSS_17120_storz	+	4380522	0.633887989590662	inactive	4380666	4381643	epmA	+
TSS_7977_storz	-	2078935	0.746209262528241	inactive	2077557	2078615	yeeA	-
TSS_3344_regulondb	+	877619	0.567687081824332	inactive	877965	879080	yliI	+
TSS_17780_regulondb	+	4540717	0.647880210322242	inactive	4541138	4547733	fimAICDFGH	+
TSS_6242_storz	+	1630700	1.21380016529215	inactive	1631096	1631329	ydfK	+
TSS_12221_regulondb	+	3220573	2.72519899753505	active	3220655	3224193	ebgAC	+
TSS_4073_storz	-	1050421	11.4139454716456	active	1050186	1050398	cspH	-
TSS_15649_wanner	+	4016852	0.99787914366051	inactive	4016878	4019889	ubiEJB	+
TSS_13758_storz	-	3550629	0.4829121160269	inactive	3546008	3550495	malPQ	-
TSS_5810_regulondb	+	1494669	0.535205045643734	inactive	1494880	1496535	opgD	+
TSS_16839_regulondb	-	4311034	3.45911960931348	active	4305806	4311014	rpiR-alsBACE	-
TSS_15971_storz	+	4099422	0.575389635557175	inactive	4099713	4100696	kdgT	+
TSS_7792_wanner	+	2036963	0.716519508220888	inactive	2036980	2037393	yedX	+
TSS_17583_storz_wanner	+	4494598	0.536876866892962	inactive	4494773	4495963	intB	+
TSS_17515_regulondb	-	4477590	2.47296417912828	active	4477057	4477560	yjgM	-
TSS_6512_regulondb	-	1697252	0.899010730981534	inactive	1696176	1697204	malI	-
TSS_3883_regulondb	+	997544	0.736682885065666	inactive	997713	1003880	elfDCG-ycbUVF	+
TSS_16427_storz	-	4187926	0.613902404221389	inactive	4176470	4187596	rplKAJL-rpoBC	-
TSS_7326_storz_regulondb	+	1914167	0.737203132965727	inactive	1914282	1918167	yebST	+
TSS_11768_storz	+	3107100	0.669073978289577	inactive	3107575	3108282	yqgA	+
TSS_7718_storz	+	2011167	21.8711999458666	active	2011253	2017537	fliFGHIJK	+
TSS_3453_regulondb	-	903038	0.869886897180803	inactive	900089	902957	artPIQM	-
TSS_12339_regulondb	+	3250783	1.10713146662824	inactive	3250933	3251289	yhaI	+
TSS_10764_regulondb	-	2859384	0.724515565302878	inactive	2858489	2859286	ygbI	-
TSS_1156_storz	+	269021	0.666020060575682	inactive	269466	271479	insN-1I-1O-1	+
TSS_17252_storz	+	4408888	0.641702427394814	inactive	4409325	4412214	yjfKLMC	+
TSS_12209_storz	-	3217398	1.216801160253	inactive	3215578	3217098	aer	-
TSS_8258_storz	-	2163434	0.536876866892962	inactive	2152040	2163022	mdtABCD-baeSR	-
TSS_9091_wanner	-	2409400	0.869886897180803	inactive	2407542	2409374	yfbS	-
TSS_6616_regulondb	-	1723956	1.01259368280439	inactive	1722760	1723656	ydhF	-
TSS_6616_regulondb	-	1723956	1.01259368280439	inactive	1723705	1723944	ydhL	-
TSS_10056_regulondb	-	2666986	1.0126759301883	inactive	2666028	2666918	hcaR	-
TSS_10900_storz	-	2895998	0.638459982283994	inactive	2894555	2895892	ygcS	-
TSS_7606_regulondb	-	1984172	0.920853606332083	inactive	1980578	1984152	araFGH	-
TSS_11395_regulondb	+	3022282	0.75197289781105	inactive	3022373	3026510	xanQ-guaD-ghxQ	+
TSS_4648_storz	+	1200492	1.07375373378592	inactive	1200720	1201061	ymfI	+
TSS_13975_regulondb	+	3603598	0.343684836419613	inactive	3603774	3604400	yhhN	+
TSS_5171_storz	-	1311720	0.994244290984953	inactive	1310375	1311687	yciCB	-
TSS_1323_storz_wanner_regulondb	-	312509	1.08908294882163	inactive	312365	312466	ykgR	-
TSS_16513_storz_regulondb	+	4212256	0.991157292725468	inactive	4212303	4213232	metA	+
TSS_13540_storz	+	3497404	1.04942428125165	inactive	3497470	3497637	yhfL	+
TSS_11422_regulondb	+	3031061	1.04247132061994	inactive	3031087	3031635	idi	+
TSS_6664_regulondb	-	1737833	1.40071615119006	inactive	1736890	1737822	ydhB	-
TSS_125_regulondb	-	21094	15.670018334281	active	20815	21078	rpsT	-
TSS_10499_wanner	-	2771238	0.864123041667843	inactive	2770858	2771180	ypjM_1M_2	-
TSS_5460_regulondb	+	1393995	0.673170846295626	inactive	1394100	1395116	insH-4	+
TSS_3544_storz	-	925271	0.725102496915091	inactive	925107	925194	serW	-
TSS_9832_storz_regulondb	-	2616827	2.15076639118816	active	2616097	2616798	hda	-
TSS_1971_regulondb	+	493242	0.624906052411164	inactive	493300	494234	ybaB-recR	+
TSS_17280_storz	-	4416845	0.701931589739591	inactive	4415721	4416476	ulaR	-
TSS_12168_regulondb	-	3208590	0.890273580841315	inactive	3207552	3208565	tsaD	-
TSS_4721_regulondb	+	1218160	1.45278741619185	inactive	1218206	1218424	ymgF	+
TSS_5002_storz	+	1288317	0.699230568541193	inactive	1288429	1290478	rssAB	+
TSS_16278_storz	-	4164641	0.536876866892962	inactive	4161662	4164308	btuB-murI	-
TSS_15722_storz	-	4033513	0.536876866892962	inactive	4029184	4033176	pepQ-yigZ-trkH-hemG	-
TSS_1885_storz	-	475711	0.644162436743271	inactive	475206	475595	atl	-
TSS_10917_storz	-	2901464	0.795753502051668	inactive	2898614	2901396	yqcE-ygcE	-
TSS_10323_regulondb	+	2735273	0.602898756031613	inactive	2735621	2736927	pheLA	+
TSS_7343_regulondb	+	1919739	0.750835702943054	inactive	1919804	1920040	yebV	+
TSS_7343_regulondb	+	1919739	0.750835702943054	inactive	1920145	1920336	yebW	+
TSS_15786_regulondb	-	4049008	0.67552283408413	inactive	4048156	4048752	yihA	-
TSS_1403_storz	+	341914	0.529676897031646	inactive	342108	343157	yahK	+
TSS_8820_regulondb	+	2321434	0.604935064640567	inactive	2321469	2325315	atoDAEB	+
TSS_15156_storz	-	3913399	0.76092494075607	inactive	3909862	3913223	glmUS	-
TSS_7420_regulondb	-	1934400	0.829113529859779	inactive	1932863	1934338	zwf	-
TSS_16445_regulondb	-	4194882	1.17220476209593	inactive	4194355	4194831	rsd	-
TSS_7128_regulondb	+	1864839	0.680215196059028	inactive	1864932	1868262	yeaGH	+
TSS_8702_storz	+	2288372	0.725448480906131	inactive	2288522	2289169	narP	+
TSS_3214_wanner	-	837775	0.619043882600433	inactive	837413	837679	ybiI	-
TSS_7810_regulondb	+	2040318	0.597862376255106	inactive	2040392	2040922	yodB	+
TSS_17337_regulondb	+	4432105	2.52713333011909	active	4432136	4432516	ytfH	+
TSS_15608_regulondb	-	4010860	0.865966381092243	inactive	4009886	4010839	metR	-
TSS_653_regulondb	-	156984	0.788340162538754	inactive	156299	156883	yadN	-
TSS_17872_storz	+	4570310	1.79018567778599	active	4570437	4571954	yjiT	+
TSS_17940_storz	+	4589566	0.568901032858063	inactive	4589680	4591335	tsr	+
TSS_2279_regulondb	+	594796	0.624526616266689	inactive	594823	601080	cusCFBA	+
TSS_3017_regulondb	+	781279	0.887837163097403	inactive	781308	783108	nadA-pnuC	+
TSS_10407_storz	+	2751174	0.612172500834141	inactive	2751627	2751968	bamE	+
TSS_17941_regulondb	+	4589656	1.96947689844733	active	4589680	4591335	tsr	+
TSS_1071_regulondb	+	246641	0.703309625803648	inactive	246712	247461	yafL	+
TSS_10458_storz	-	2763899	0.564676890066387	inactive	2763535	2763798	yfjM	-
TSS_16425_storz	+	4187624	0.842984878438336	inactive	4187809	4188348	yjaZ	+
TSS_16971_storz	+	4350373	0.536876866892962	inactive	4350607	4351104	ghoST	+
TSS_15231_regulondb	-	3925054	1.63782661080931	active	3921080	3925026	asnC-mioC-mnmG-rsmG	-
TSS_17637_storz	+	4504482	0.869886897180803	inactive	4504884	4505132	yjhE	+
TSS_15526_regulondb	+	3992514	1.49723667080307	inactive	3992545	3995922	yifL-dapF-yigA-xerC-yigB	+
TSS_5727_regulondb	+	1475621	0.708938513141437	inactive	1475645	1480225	ynbABCD	+
TSS_16337_regulondb	+	4175352	1.27594576927304	inactive	4175381	4176311	secE-nusG	+
TSS_4116_wanner_regulondb	-	1063051	0.819774732282702	inactive	1061773	1062998	cbpAM	-
TSS_7951_storz	-	2072795	1.03877658044681	inactive	2069341	2072682	isrC-flu	-
TSS_5572_regulondb	+	1423273	0.983154280579328	inactive	1423401	1424004	ynaK-ydaY	+
TSS_1465_regulondb	+	367743	0.616140235149206	inactive	367835	374105	mhpABCDFE	+
TSS_4705_regulondb	+	1214975	2.11353290035329	active	1215012	1216219	ycgZ-ymgA-ariR-ymgC	+
TSS_1580_storz	+	400193	0.779831945763803	inactive	400610	400870	iraP	+
TSS_14661_storz	+	3783003	0.546395834812867	inactive	3783283	3787083	gpmM-envC-yibQ	+
TSS_7034_wanner	+	1840330	1.87471815723349	active	1840395	1841738	gdhA	+
TSS_17117_regulondb	-	4380421	0.70100618865977	inactive	4377030	4380341	frdABCD	-
TSS_15969_regulondb	-	4098589	0.434943448590401	inactive	4097514	4098548	rhaT	-
TSS_297_regulondb	+	71271	0.74698702408973	inactive	71351	72115	yabI	+
TSS_637_storz	-	153051	0.714576969123329	inactive	149715	152812	yadMLKC	-
TSS_9099_regulondb	-	2410658	0.706793427896706	inactive	2409461	2410616	yfbUT	-
TSS_2772_storz	-	714784	0.758922903604407	inactive	712210	714421	seqA-pgm	-
TSS_3437_regulondb	-	899828	1.09885774313708	inactive	899067	899798	artJ	-
TSS_3421_storz	-	893115	0.537452340494468	inactive	890136	892656	ybjC-nfsA-rimK-ybjN	-
TSS_6926_storz_regulondb	+	1805794	0.676206519781069	inactive	1805820	1806680	yniA	+
TSS_5209_storz_regulondb	+	1321212	1.10096350916608	inactive	1321244	1324665	yciVOQ	+
TSS_12703_storz	-	3335058	0.691894803081343	inactive	3333257	3334825	ibaG-murA	-
TSS_16298_storz	-	4170182	0.606891016558955	inactive	4164682	4169779	rrsB-gltT-rrlB-rrfB	-
TSS_2550_storz	-	663338	0.612319696226464	inactive	661975	663186	dacA	-
TSS_10928_regulondb	+	2903688	0.396023416147606	inactive	2903733	2904605	ygcG	+
TSS_16013_storz	+	4106576	0.96453935703318	inactive	4106857	4107846	sbp	+
TSS_14774_wanner	-	3810599	0.700923620207252	inactive	3808366	3810582	yicR-rpmBG-mutM	-
TSS_13670_regulondb	-	3530560	0.84043004656946	inactive	3528737	3530461	yhgE	-
TSS_4879_storz	-	1257827	0.657687591073665	inactive	1255944	1257736	pth-ychF	-
TSS_13451_wanner	-	3474562	0.922549055324691	inactive	3472700	3474462	yheO-tusDCB	-
TSS_16952_storz_regulondb	-	4347114	1.47528234070257	inactive	4343703	4346767	dcuB-fumB	-
TSS_3742_regulondb	+	963324	0.702802806187274	inactive	963543	969844	ycaI-msbA-lpxK-ycaQ	+
TSS_1493_storz	-	379124	3.5984699100762	active	376759	379105	frmRAB	-
TSS_16561_storz_wanner	+	4228359	1.06166464685626	inactive	4228377	4229249	rluF	+
TSS_15054_storz_wanner	+	3884775	0.742124840141698	inactive	3884851	3886215	mnmE	+
TSS_9048_regulondb	-	2403357	0.844900820971911	inactive	2388070	2403094	nuoABCEFGHIJKLMN	-
TSS_13642_regulondb	+	3524447	0.88147762726561	inactive	3524491	3526626	yrfF	+
TSS_2344_storz	+	607179	0.492196384492637	inactive	607288	608400	insL-2	+
TSS_6562_storz	-	1710412	0.744144497301862	inactive	1703274	1710182	ydgK-rsxABCDGE-nth	-
TSS_14038_storz	+	3617188	0.497671706007362	inactive	3617215	3621450	rhsB	+
TSS_1100_regulondb	-	255737	0.81163922957934	inactive	254259	255716	pepD	-
TSS_8068_regulondb	-	2096499	0.632668475162862	inactive	2095345	2096325	wzzB	-
TSS_17506_storz_regulondb	+	4476468	1.3795539886936	inactive	4476496	4476912	rraB	+
TSS_14394_storz	-	3712354	0.410851047177348	inactive	3711115	3712115	tag-yiaC	-
TSS_4962_storz	-	1276927	0.843848716878264	inactive	1274402	1276841	narXL	-
TSS_8065_storz	-	2096385	5.35183138556571	active	2095345	2096325	wzzB	-
TSS_3049_regulondb	-	786849	1.41511691058236	inactive	786066	786818	gpmA	-
TSS_2505_regulondb	-	655306	0.598337741592927	inactive	653806	655191	dcuC	-
TSS_3232_storz	+	841479	0.873277795166019	inactive	841555	842481	rlmF	+
TSS_8898_storz	+	2350573	0.951433631822851	inactive	2350669	2354733	glpABC	+
TSS_11691_regulondb	+	3090846	0.688203867668688	inactive	3090959	3091938	yqgEF	+
TSS_10585_storz	-	2798484	0.68639702758932	inactive	2797672	2798016	ygaC	-
TSS_4409_storz_wanner	-	1145923	0.690927941549816	inactive	1145234	1145818	yceF	-
TSS_14246_regulondb	+	3671353	0.553865769943388	inactive	3671385	3672398	yhjD	+
TSS_4618_storz	-	1194345	0.698170116401453	inactive	1193050	1194174	rluE-nudJ	-
TSS_5512_storz	+	1407068	0.753237049622386	inactive	1407153	1407271	fnrS	+
TSS_7968_storz	-	2077491	1.0945199512749	inactive	2077056	2077385	yeeX	-
TSS_7294_storz_wanner_regulondb	-	1905641	21.8829735319256	active	1905250	1905615	yobF-cspC	-
TSS_3286_regulondb	-	855009	1.69355847196455	active	854047	854967	ldtB	-
TSS_4236_regulondb	+	1099475	0.64969479132134	inactive	1099519	1100010	ycdZ	+
TSS_13329_regulondb	-	3453656	0.775667482666872	inactive	3451530	3453420	gspAB	-
TSS_3419_storz	+	892839	0.817908249295386	inactive	893007	897152	potFGHI	+
TSS_11262_regulondb	+	2983763	0.360178509918785	inactive	2983869	2985098	yqeG	+
TSS_18017_wanner	+	4607405	1.09128951511617	inactive	4607437	4609026	prfC	+
TSS_652_storz	-	156424	0.702831888227845	inactive	152829	156201	yadV-htrE	-
TSS_14455_storz	+	3723792	0.706498106036201	inactive	3723910	3724905	wecH	+
TSS_10138_storz_regulondb	+	2696729	1.2368747335695	inactive	2696781	2697629	yfhH	+
TSS_12770_storz_regulondb	-	3346347	0.767953478878242	inactive	3338297	3346260	yrbG-kdsDC-lptCAB-rpoN-hpf-ptsN-rapZ-npr	-
TSS_4343_regulondb	+	1124698	0.986957044892954	inactive	1124785	1125369	rimJ	+
TSS_17074_regulondb	-	4372392	0.485181538702365	inactive	4371388	4372257	yjeJ	-
TSS_3718_storz_regulondb	+	959461	0.961392140895095	inactive	959487	960251	ycaL	+
TSS_8924_storz	-	2362585	0.570854672993815	inactive	2361755	2362297	yfaZ	-
TSS_7535_wanner	-	1958005	0.481515678968121	inactive	1956544	1957870	yecM-cutC	-
TSS_14307_wanner	+	3694375	0.692443741701625	inactive	3694481	3697916	bcsEFG	+
TSS_9451_regulondb	-	2507469	1.1054847064797	inactive	2506483	2507448	glk	-
TSS_9298_wanner	-	2459284	0.703322857257556	inactive	2458672	2458956	yfcZ	-
TSS_12596_storz	-	3316514	0.467478520621848	inactive	3307055	3316311	metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp	-
TSS_7570_storz	-	1976504	0.641084649102071	inactive	1975290	1976221	flhDC	-
TSS_13031_storz	+	3403161	3.87475647731365	active	3403458	3405288	accBC	+
TSS_1557_regulondb	+	393685	0.826333527542436	inactive	393685	394353	yaiV	+
TSS_14778_storz	+	3811770	0.891376327946391	inactive	3811955	3813113	dut-slmA	+
TSS_9155_regulondb	-	2421636	0.583654507311437	inactive	2420671	2421561	yfcI	-
TSS_9718_storz_regulondb	-	2580902	0.606081800929893	inactive	2579756	2580799	ypfG	-
TSS_1415_regulondb	+	344560	1.37259765110378	inactive	344628	344873	yahM	+
TSS_1524_regulondb	+	384429	0.754793589778443	inactive	384456	387870	tauABCD	+
TSS_9476_storz	-	2513812	0.55871974224351	inactive	2512353	2513465	insL-3	-
TSS_1584_storz_regulondb	+	400587	3.02638146071325	active	400971	402825	phoA-psiF	+
TSS_1584_storz_regulondb	+	400587	3.02638146071325	active	400610	400870	iraP	+
TSS_13761_storz_regulondb	+	3551046	3.63352983713137	active	3551107	3553812	malT	+
TSS_13867_storz	-	3573067	0.579924598120535	inactive	3571798	3572901	asd	-
TSS_4734_wanner	+	1222489	0.409172357214008	inactive	1222688	1223130	ymgH-ycgI	+
TSS_10306_regulondb	+	2734028	0.725454686270951	inactive	2734168	2734905	bamD	+
TSS_9296_storz_regulondb	+	2459227	0.690927941549816	inactive	2459322	2460668	fadL	+
TSS_6703_storz_regulondb	+	1745115	0.517163629581653	inactive	1745155	1746759	ydhS	+
TSS_6204_regulondb	+	1620611	19.5893457948642	active	1620670	1620765	yneM	+
TSS_13153_storz	-	3431626	0.661302734885036	inactive	3430458	3431582	smf	-
TSS_7628_storz_regulondb	+	1986706	2.92032278460721	active	1986740	1987237	ftnA	+
TSS_5078_regulondb	-	1297440	0.690927941549816	inactive	1294669	1297344	adhE	-
TSS_2954_regulondb	+	770591	1.21533710270597	inactive	770681	773404	cydAB	+
TSS_17605_storz	-	4497994	0.886482689757009	inactive	4496250	4497523	insC-6CD-6D-6	-
TSS_17605_storz	-	4497994	0.886482689757009	inactive	4497700	4497942	yjgX_3	-
TSS_9850_regulondb	+	2620896	0.614190141022142	inactive	2621066	2624678	ppk-ppx	+
TSS_4143_wanner	+	1073322	0.644920336819175	inactive	1073465	1074103	rutR	+
TSS_8545_regulondb	+	2247722	1.02619857049447	inactive	2247739	2248788	yeiH	+
TSS_17320_storz_regulondb	+	4427793	1.02420568880147	inactive	4427887	4429299	cycA	+
TSS_11717_regulondb	-	3097615	0.496372053919307	inactive	3096580	3097587	yggM	-
TSS_825_regulondb	+	195555	0.723676854701069	inactive	195677	196534	cdsA	+
TSS_16553_regulondb	+	4225633	0.61205062452124	inactive	4225754	4227385	yjbB	+
TSS_1831_storz	+	460436	0.554651990891829	inactive	460675	460947	hupB	+
TSS_14925_storz_regulondb	-	3851215	2.58221463872845	active	3851141	3851215	istR-1	-
TSS_14925_storz_regulondb	-	3851215	2.58221463872845	active	3845328	3851011	ivbL-ilvBN-uhpABC	-
TSS_15663_storz	+	4019698	0.610357313898492	inactive	4019968	4022359	tatABCD	+
TSS_12477_regulondb	+	3293964	0.702558780644204	inactive	3294431	3295006	yraP	+
TSS_9295_storz	-	2459167	0.75571596258204	inactive	2458672	2458956	yfcZ	-
TSS_3465_storz	-	906047	0.740153455704817	inactive	904963	905976	ybjS	-
TSS_14865_storz	+	3834115	0.887614448189944	inactive	3834245	3834339	selC	+
TSS_12196_storz	-	3213859	0.770155791465315	inactive	3212989	3213495	mug	-
TSS_17416_regulondb	+	4453751	1.18168323551805	inactive	4453808	4455181	mpl	+
TSS_2411_regulondb	-	634778	0.53235566957934	inactive	633970	634599	ybdM	-
TSS_6008_storz	-	1554112	0.605088942959413	inactive	1551996	1553693	maeA	-
TSS_8771_storz	+	2311088	2.95833471317661	active	2311106	2311198	micF	+
TSS_8771_storz	+	2311088	2.95833471317661	active	2311510	2314849	rcsDB	+
TSS_11340_storz	-	3003911	0.851353548398519	inactive	3002030	3003808	ygeV	-
TSS_11514_storz	-	3055031	0.542344542044088	inactive	3054005	3054811	ssrS-fau	-
TSS_14072_storz	-	3632673	0.830686318979971	inactive	3631243	3632481	yhiL	-
TSS_11307_storz	-	2996435	0.609684957023287	inactive	2995711	2996010	ygeP	-
TSS_2229_storz	+	582057	0.825320256328403	inactive	582098	582283	tfaX	+
TSS_1666_storz	-	422074	0.638340619679497	inactive	418815	421583	brnQ-proY	-
TSS_7819_storz	-	2041612	12.147257159717	active	2041492	2041581	serU	-
TSS_9638_storz	-	2549264	0.761497231143896	inactive	2547668	2549238	yfeYX	-
TSS_13927_storz	-	3590664	0.754348591188162	inactive	3585393	3590348	ugpBAECQ	-
TSS_8589_storz_wanner_regulondb	-	2261616	6.9572536619216	active	2257741	2261517	fruBKA	-
TSS_2822_regulondb	+	738143	0.657534583795443	inactive	738224	740148	ybgA-phr	+
TSS_1717_wanner	-	432099	0.644433485633093	inactive	431536	432075	yajI	-
TSS_10909_regulondb	+	2898494	3.90184317883382	active	2898614	2901396	yqcE-ygcE	+
TSS_14430_regulondb	+	3718617	0.78703659309223	inactive	3718703	3719224	insJ	+
TSS_16039_wanner	-	4112519	0.96890793210329	inactive	4111749	4112495	fpr	-
TSS_15415_regulondb	+	3963819	0.633523464513672	inactive	3964254	3965699	rhoL-rho	+
TSS_13903_storz	+	3582463	0.59894281776862	inactive	3582782	3583066	yrhB	+
TSS_11258_wanner	-	2982208	0.869886897180803	inactive	2981310	2982146	kduI	-
TSS_4277_storz	+	1108478	1.59075914755976	inactive	1108558	1112629	opgGH	+
TSS_11656_regulondb	-	3084272	0.590958627144836	inactive	3080899	3083933	speAB	-
TSS_11656_regulondb	-	3084272	0.590958627144836	inactive	3083942	3084073	yqgB	-
TSS_3469_storz	-	906423	0.692370771111866	inactive	904963	905976	ybjS	-
TSS_17627_regulondb	+	4501905	0.684125497704776	inactive	4502081	4504428	yjhBC	+
TSS_13687_storz	+	3534701	0.585785125858571	inactive	3534834	3535310	greB	+
TSS_11098_storz_regulondb	+	2940718	39.3619003136905	active	2940718	2940922	gcvB	+
